filename	used_for_ai	gbif_id	media_id	url	license	folder
Diptera_Syrphidae_Anasimyia_lunulata_1952502708_1003550.jpg	1	1952502708	1003550	https://observation.org/photos/7134837.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Anasimyia_lunulata_1966807934_1329441.jpg	1	1966807934	1329441	https://observation.org/photos/16608129.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Anasimyia_lunulata_1977048560_127030.jpg	1	1977048560	127030	https://observation.org/photos/8597409.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Baccha_elongata_1958223686_406640.jpg	1	1958223686	406640	https://observation.org/photos/3216505.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Baccha_elongata_1974262765_123396.jpg	1	1974262765	123396	https://observation.org/photos/10693585.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Baccha_elongata_3113398659_586814.jpg	1	3113398659	586814	https://inaturalist-open-data.s3.amazonaws.com/photos/128416624/original.jpg?1620833049	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Blera_fallax_2802649646_1111831.jpeg	1	2802649646	1111831	https://inaturalist-open-data.s3.amazonaws.com/photos/79284759/original.jpeg?1592395332	http://creativecommons.org/licenses/by-nc/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Blera_fallax_2803080777_1418931.jpeg	1	2803080777	1418931	https://inaturalist-open-data.s3.amazonaws.com/photos/78779631/original.jpeg?1592163757	http://creativecommons.org/licenses/by/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Blera_fallax_3325614341_1207862.jpeg	1	3325614341	1207862	https://inaturalist-open-data.s3.amazonaws.com/photos/141600094/original.jpeg?1625632740	http://creativecommons.org/licenses/by/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_bicolor_1970196565_117346.jpg	0	1970196565	117346	https://observation.org/photos/13623560.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_bicolor_2837338128_217174.jpg	0	2837338128	217174	https://observation.org/photos/20734709.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_bicolor_2845392308_231613.jpg	1	2845392308	231613	https://observation.org/photos/25996970.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_dorsata_1960018030_103849.jpg	0	1960018030	103849	https://observation.org/photos/4737140.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_dorsata_2634390688_196925.jpg	1	2634390688	196925	https://inaturalist-open-data.s3.amazonaws.com/photos/75148200/original.jpg?1590485222	http://creativecommons.org/licenses/by-nc/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_dorsata_2634390688_196926.jpg	1	2634390688	196926	https://inaturalist-open-data.s3.amazonaws.com/photos/75148191/original.jpg?1590485216	http://creativecommons.org/licenses/by-nc/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_ferruginea_1837737611_382478.jpeg	1	1837737611	382478	https://inaturalist-open-data.s3.amazonaws.com/photos/14598044/original.jpeg?1522362033	http://creativecommons.org/licenses/by-nc/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_ferruginea_1839211226_382847.jpeg	1	1839211226	382847	https://inaturalist-open-data.s3.amazonaws.com/photos/15895331/original.jpeg?1524223306	http://creativecommons.org/licenses/by-nc/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_ferruginea_3031961363_263643.jpg	1	3031961363	263643	https://static.inaturalist.org/photos/19857931/original.jpg?1529246760	http://creativecommons.org/licenses/by-nc/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_insensilis_1953369741_399301.jpg	1	1953369741	399301	https://observation.org/photos/6459316.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_insensilis_1953376236_399310.jpg	1	1953376236	399310	https://observation.org/photos/6454380.jpg	http://creativecommons.org/licenses/by-nc-nd/4.0/	img_syrphidae_sample_2022_06_17
