filename	used_for_ai	id_box	label_id	label_name	x_center_rel	y_center_rel	width_rel	height_rel	img_width	img_height	folder
Diptera_Syrphidae_Anasimyia_lunulata_1952502708_1003550.jpg	1	1	1	Diptera	0.608125	0.359287054409006	0.23375	0.49343339587242	800	533	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Anasimyia_lunulata_1966807934_1329441.jpg	1	1	1	Diptera	0.524375	0.551594746716698	0.30875	0.409005628517824	800	533	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Anasimyia_lunulata_1977048560_127030.jpg	1	1	1	Diptera	0.709375	0.550656660412758	0.14625	0.287054409005629	800	533	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Baccha_elongata_1958223686_406640.jpg	1	1	1	Diptera	0.49	0.408264462809917	0.505	0.48595041322314	800	605	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Baccha_elongata_1974262765_123396.jpg	1	1	1	Diptera	0.521875	0.5712	0.67875	0.8448	800	625	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Baccha_elongata_3113398659_586814.jpg	1	1	1	Diptera	0.539306640625	0.499269005847953	0.23583984375	0.18859649122807	2048	1368	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Blera_fallax_2802649646_1111831.jpeg	1	1	1	Diptera	0.491943359375	0.425048828125	0.96240234375	0.69287109375	2048	2048	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Blera_fallax_2803080777_1418931.jpeg	1	1	1	Diptera	0.491943359375	0.480143229166667	0.66650390625	0.863932291666667	2048	1536	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Blera_fallax_3325614341_1207862.jpeg	1	1	1	Diptera	0.486083984375	0.539713541666667	0.50927734375	0.686197916666667	2048	1536	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_bicolor_1970196565_117346.jpg	0								800	600	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_bicolor_2837338128_217174.jpg	0								800	600	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_bicolor_2845392308_231613.jpg	1	1	1	Diptera	0.631875	0.474166666666667	0.47875	0.935	800	600	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_dorsata_1960018030_103849.jpg	0								800	600	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_dorsata_2634390688_196925.jpg	1	1	1	Diptera	0.486328125	0.477704678362573	0.353515625	0.934941520467836	2048	1368	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_dorsata_2634390688_196926.jpg	1	1	1	Diptera	0.525634765625	0.522677395757132	0.68994140625	0.940014630577908	2048	1367	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_ferruginea_1837737611_382478.jpeg	1	1	1	Diptera	0.494949494949495	0.511516314779271	0.867243867243867	0.898272552783109	1386	1042	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_ferruginea_1839211226_382847.jpeg	1	1	1	Diptera	0.512872628726287	0.47027027027027	0.910569105691057	0.648648648648649	1476	1110	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_ferruginea_3031961363_263643.jpg	1	1	1	Diptera	0.50732421875	0.526041666666667	0.0947265625	0.134114583333333	2048	1536	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_insensilis_1953369741_399301.jpg	1	1	1	Diptera	0.450625	0.518691588785047	0.37875	0.801869158878505	800	535	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_insensilis_1953376236_399310.jpg	1	1	1	Diptera	0.446875	0.538461538461538	0.34625	0.735459662288931	800	533	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_insensilis_1953376236_399311.jpg	1	1	1	Diptera	0.585625	0.485046728971963	0.37875	0.910280373831776	800	535	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_maculipennis_2634014556_1108161.jpeg	1	1	1	Diptera	0.55425	0.484666666666667	0.4395	0.842666666666667	2000	1500	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_maculipennis_2634032578_196013.jpeg	1	1	1	Diptera	0.51875	0.474	0.5395	0.942666666666667	2000	1500	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_maculipennis_2634264578_196555.jpeg	1	1	1	Diptera	0.5485	0.474	0.474	0.941333333333333	2000	1500	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_pilosa_1970035208_1028562.jpg	1	1	1	Diptera	0.319375	0.506265664160401	0.52125	0.711779448621554	800	399	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_pilosa_2815393174_509481.jpg	1	1	1	Diptera	0.4275	0.494283201407212	0.85375	0.645558487247142	1600	1137	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_pilosa_2832725926_1121300.jpg	0								600	566	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_scutellaris_1955738750_97369.jpg	0								800	530	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_scutellaris_1961571873_1016882.jpg	1	1	1	Diptera	0.524375	0.533771106941839	0.72875	0.816135084427767	800	533	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_scutellaris_2844408989_534229.jpg	1	1	1	Diptera	0.46524064171123	0.526692708333333	0.840641711229947	0.803385416666667	935	768	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_testacea_2836370011_1127094.jpg	1	1	1	Diptera	0.489375	0.531894934333959	0.66125	0.898686679174484	800	533	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_vittata_1974188396_428662.jpg	1	1	1	Diptera	0.435625	0.529795158286778	0.86125	0.601489757914339	800	537	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_vittata_2832807988_209317.jpg	1	1	1	Diptera	0.396875	0.532833020637899	0.54625	0.574108818011257	800	533	img_syrphidae_sample_2022_06_17
Diptera_Syrphidae_Brachyopa_vittata_2832807988_209318.jpg	1	1	1	Diptera	0.4075	0.629455909943715	0.6425	0.617260787992495	800	533	img_syrphidae_sample_2022_06_17
